age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,exercise_frequency,mental_health_rating,exam_score,age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,exercise_frequency,mental_health_rating,exam_score,gender_Female,gender_Male,gender_Other,part_time_job_No,part_time_job_Yes,diet_quality_Fair,diet_quality_Good,diet_quality_Poor,parental_education_level_Bachelor,parental_education_level_High School,parental_education_level_Master,internet_quality_Average,internet_quality_Good,internet_quality_Poor,extracurricular_participation_No,extracurricular_participation_Yes
1.0,0.24096385542168672,0.6805555555555556,0.537037037037037,0.7340909090909091,0.5735294117647058,0.3333333333333333,0.4444444444444445,0.3125000000000001,24,2.0,4.9,2.9,88.3,7.1,2,5,43.9,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
0.2857142857142856,0.21686746987951805,0.3472222222222222,0.4444444444444444,0.34318181818181803,0.6323529411764706,0.16666666666666666,0.1111111111111111,0.3296568627450981,19,1.8,2.5,2.4,71.1,7.5,1,2,45.3,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
0.7142857142857144,0.45783132530120474,0.3194444444444444,0.537037037037037,0.6136363636363638,0.4705882352941177,0.5,0.0,0.4914215686274511,22,3.8,2.3,2.9,83.0,6.4,3,1,58.5,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False
0.5714285714285716,0.6746987951807227,0.2916666666666667,0.4444444444444444,0.9000000000000001,0.588235294117647,0.16666666666666666,0.2222222222222222,0.7855392156862747,21,5.6,2.1,2.4,95.6,7.2,1,3,82.5,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
0.1428571428571428,0.5903614457831325,0.3194444444444444,0.1111111111111111,0.6477272727272727,0.41176470588235287,0.5,0.6666666666666665,0.9840686274509806,18,4.9,2.3,0.6,84.5,6.0,3,7,98.7,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
1.0,0.1325301204819277,0.5694444444444444,0.25925925925925924,0.7727272727272727,0.8529411764705881,1.0,0.0,0.31004901960784326,24,1.1,4.1,1.4,90.0,9.0,6,1,43.7,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False
0.4285714285714284,0.24096385542168672,0.0,0.16666666666666666,0.5863636363636364,0.338235294117647,0.6666666666666666,0.1111111111111111,0.4473039215686275,20,2.0,0.0,0.9,81.8,5.5,4,2,54.9,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
0.7142857142857144,0.5903614457831325,0.5972222222222222,0.611111111111111,0.42500000000000004,0.8529411764705881,0.16666666666666666,0.1111111111111111,0.6311274509803924,22,4.9,4.3,3.3,74.7,9.0,1,2,69.9,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
0.7142857142857144,0.24096385542168672,0.11111111111111112,0.09259259259259259,0.6318181818181818,0.4852941176470588,0.6666666666666666,0.3333333333333333,0.6752450980392158,22,2.0,0.8,0.5,83.8,6.5,4,4,73.5,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False
0.1428571428571428,0.38554216867469876,0.3055555555555556,0.5185185185185185,0.7295454545454543,0.23529411764705882,0.8333333333333333,0.2222222222222222,0.6458333333333334,18,3.2,2.2,2.8,88.1,4.8,5,3,71.1,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False
1.0,0.5180722891566264,0.2777777777777778,0.5185185185185185,0.5090909090909093,0.7205882352941175,0.8333333333333333,0.2222222222222222,0.78921568627451,24,4.3,2.0,2.8,78.4,8.1,5,3,82.8,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True
0.4285714285714284,0.24096385542168672,0.4444444444444445,0.7037037037037036,0.6045454545454545,0.5147058823529411,1.0,1.0,0.7022058823529413,20,2.0,3.2,3.8,82.6,6.7,6,10,75.7,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True
0.5714285714285716,0.4457831325301205,0.08333333333333333,0.24074074074074073,0.4454545454545453,0.6323529411764706,0.3333333333333333,0.4444444444444445,0.6397058823529412,21,3.7,0.6,1.3,75.6,7.5,2,5,70.6,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False
0.0,0.18072289156626503,0.4305555555555556,0.48148148148148145,0.9136363636363638,0.7058823529411764,0.6666666666666666,0.2222222222222222,0.40318627450980404,17,1.5,3.1,2.6,96.2,8.0,4,3,51.3,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True
0.4285714285714284,0.3132530120481927,0.6805555555555556,0.7962962962962962,0.593181818181818,0.5441176470588236,0.5,0.6666666666666665,0.41299019607843146,20,2.6,4.9,4.3,82.1,6.9,3,7,52.1,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False
0.1428571428571428,0.48192771084337344,0.125,0.20370370370370372,0.9886363636363635,0.3823529411764705,0.3333333333333333,0.4444444444444445,0.6409313725490198,18,4.0,0.9,1.1,99.5,5.8,2,5,70.7,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
0.7142857142857144,0.1325301204819277,0.37500000000000006,0.018518518518518517,1.0000000000000002,0.6617647058823528,0.16666666666666666,0.3333333333333333,0.4019607843137256,22,1.1,2.7,0.1,100.0,7.7,1,4,51.2,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
0.5714285714285716,0.5060240963855421,0.2361111111111111,0.0,0.6409090909090911,0.4852941176470588,0.16666666666666666,0.2222222222222222,0.6642156862745099,21,4.2,1.7,0.0,84.2,6.5,1,3,72.6,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
0.4285714285714284,0.4216867469879518,0.4166666666666667,0.48148148148148145,0.4295454545454547,0.6029411764705881,0.5,0.3333333333333333,0.6409313725490198,20,3.5,3.0,2.6,74.9,7.3,3,4,70.7,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
0.0,0.5180722891566264,0.3472222222222222,0.0,0.18409090909090908,0.10294117647058815,0.0,0.1111111111111111,0.502450980392157,17,4.3,2.5,0.0,64.1,3.9,0,2,59.4,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.0,0.45783132530120474,0.2361111111111111,0.25925925925925924,0.32499999999999996,0.5588235294117647,0.0,0.0,0.4865196078431374,17,3.8,1.7,1.4,70.3,7.0,0,1,58.1,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False
0.2857142857142856,0.6626506024096385,0.4305555555555556,0.4259259259259259,0.34772727272727266,0.3676470588235294,0.16666666666666666,0.2222222222222222,0.7830882352941179,19,5.5,3.1,2.3,71.3,5.7,1,3,82.3,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False
0.2857142857142856,0.4457831325301205,0.6527777777777778,0.37037037037037035,0.9727272727272729,0.7794117647058822,1.0,0.1111111111111111,0.6286764705882355,19,3.7,4.7,2.0,98.8,8.5,6,2,69.7,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
0.8571428571428572,0.34939759036144574,0.3194444444444444,0.4259259259259259,0.6863636363636365,0.588235294117647,1.0,0.0,0.5833333333333335,23,2.9,2.3,2.3,86.2,7.2,6,1,66.0,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.1428571428571428,0.4457831325301205,0.4722222222222222,0.37037037037037035,0.7477272727272728,0.5294117647058822,0.5,0.0,0.5526960784313727,18,3.7,3.4,2.0,88.9,6.8,3,1,63.5,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True
1.0,0.5180722891566264,0.125,0.5925925925925926,0.15454545454545454,0.5735294117647058,0.0,0.1111111111111111,0.5796568627450982,24,4.3,0.9,3.2,62.8,7.1,0,2,65.7,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False
0.4285714285714284,0.4337349397590361,0.19444444444444445,0.14814814814814814,0.38636363636363646,0.30882352941176466,0.6666666666666666,0.8888888888888888,0.7365196078431374,20,3.6,1.4,0.8,73.0,5.3,4,9,78.5,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
0.4285714285714284,0.4337349397590361,0.4305555555555556,0.20370370370370372,0.8613636363636366,0.7647058823529411,0.16666666666666666,0.4444444444444445,0.6948529411764707,20,3.6,3.1,1.1,93.9,8.4,1,5,75.1,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True
1.0,0.28915662650602403,0.5972222222222222,0.18518518518518517,0.7250000000000003,0.838235294117647,0.8333333333333333,0.8888888888888888,0.644607843137255,24,2.4,4.3,1.0,87.9,8.9,5,9,71.0,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
0.8571428571428572,0.3012048192771084,0.4027777777777778,0.5,0.625,0.5588235294117647,0.6666666666666666,0.7777777777777777,0.5061274509803924,23,2.5,2.9,2.7,83.5,7.0,4,8,59.7,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.7142857142857144,0.16867469879518068,0.2916666666666667,0.5185185185185185,0.7863636363636364,0.7647058823529411,0.5,0.5555555555555556,0.4191176470588237,22,1.4,2.1,2.8,90.6,8.4,3,6,52.6,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
0.7142857142857144,0.7349397590361445,0.3472222222222222,0.4259259259259259,1.0000000000000002,0.3823529411764705,0.8333333333333333,0.0,0.9571078431372552,22,6.1,2.5,2.3,100.0,5.8,5,1,96.5,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
0.8571428571428572,0.19277108433734938,0.1388888888888889,0.5740740740740741,0.6090909090909091,0.338235294117647,0.6666666666666666,1.0,0.5343137254901962,23,1.6,1.0,3.1,82.8,5.5,4,10,62.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True
0.7142857142857144,0.3012048192771084,0.4444444444444445,0.09259259259259259,0.675,0.4852941176470588,0.0,0.4444444444444445,0.5061274509803924,22,2.5,3.2,0.5,85.7,6.5,0,5,59.7,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
0.2857142857142856,0.28915662650602403,0.5,0.6666666666666666,0.7022727272727274,0.5588235294117647,1.0,0.0,0.36764705882352955,19,2.4,3.6,3.6,86.9,7.0,6,1,48.4,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
0.4285714285714284,0.5783132530120481,0.2777777777777778,0.6481481481481481,1.0000000000000002,0.41176470588235287,0.0,0.6666666666666665,0.6397058823529412,20,4.8,2.0,3.5,100.0,6.0,0,7,70.6,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
0.8571428571428572,0.37349397590361444,0.2638888888888889,0.48148148148148145,0.18181818181818188,0.5735294117647058,0.8333333333333333,1.0,0.6090686274509804,23,3.1,1.9,2.6,64.0,7.1,5,10,68.1,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
0.4285714285714284,0.6506024096385542,0.3888888888888889,0.7037037037037036,0.8136363636363637,0.5441176470588236,0.3333333333333333,0.7777777777777777,0.843137254901961,20,5.4,2.8,3.8,91.8,6.9,2,8,87.2,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
1.0,0.3012048192771084,0.2777777777777778,0.0,0.6340909090909093,0.30882352941176466,1.0,0.7777777777777777,0.5919117647058825,24,2.5,2.0,0.0,83.9,5.3,6,8,66.7,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.0,0.4698795180722891,0.3333333333333333,0.2222222222222222,0.7886363636363638,0.5735294117647058,0.16666666666666666,0.6666666666666665,0.6960784313725492,17,3.9,2.4,1.2,90.7,7.1,1,7,75.2,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True
0.2857142857142856,0.2650602409638554,0.6944444444444444,0.18518518518518517,0.5090909090909093,0.6323529411764706,0.8333333333333333,0.1111111111111111,0.3431372549019609,19,2.2,5.0,1.0,78.4,7.5,5,2,46.4,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True
0.5714285714285716,0.8072289156626505,0.3055555555555556,0.48148148148148145,0.6477272727272727,0.5147058823529411,0.5,0.4444444444444445,0.9644607843137255,21,6.7,2.2,2.6,84.5,6.7,3,5,97.1,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True
0.2857142857142856,0.2048192771084337,0.2916666666666667,0.1111111111111111,0.8204545454545455,0.6911764705882353,0.16666666666666666,0.3333333333333333,0.5245098039215688,19,1.7,2.1,0.6,92.1,7.9,1,4,61.2,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
0.8571428571428572,0.48192771084337344,0.2361111111111111,0.48148148148148145,1.0000000000000002,0.2647058823529412,0.6666666666666666,0.4444444444444445,0.6936274509803922,23,4.0,1.7,2.6,100.0,5.0,4,5,75.0,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False
0.5714285714285716,0.5421686746987951,0.4722222222222222,0.611111111111111,0.843181818181818,0.5735294117647058,1.0,1.0,0.9350490196078433,21,4.5,3.4,3.3,93.1,7.1,6,10,94.7,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False
0.0,0.49397590361445776,0.3194444444444444,0.48148148148148145,0.46590909090909105,0.2794117647058823,0.5,0.8888888888888888,0.7254901960784315,17,4.1,2.3,2.6,76.5,5.1,3,9,77.6,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False
0.8571428571428572,0.38554216867469876,0.2361111111111111,0.3888888888888889,0.5636363636363637,0.29411764705882354,0.5,0.3333333333333333,0.6151960784313726,23,3.2,1.7,2.1,80.8,5.2,3,4,68.6,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True
0.1428571428571428,0.3975903614457831,0.5694444444444444,0.12962962962962962,0.5568181818181819,0.3676470588235294,0.0,0.7777777777777777,0.627450980392157,18,3.3,4.1,0.7,80.5,5.7,0,8,69.6,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False
0.4285714285714284,0.4337349397590361,0.5833333333333334,0.16666666666666666,0.25,0.3235294117647059,0.6666666666666666,0.7777777777777777,0.5894607843137256,20,3.6,4.2,0.9,67.0,5.4,4,8,66.5,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.0,0.3975903614457831,0.25,0.5925925925925926,0.5840909090909092,0.3823529411764705,0.0,0.1111111111111111,0.5367647058823531,17,3.3,1.8,3.2,81.7,5.8,0,2,62.2,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False
0.4285714285714284,0.5903614457831325,0.041666666666666664,0.5,0.825,0.44117647058823534,0.0,0.5555555555555556,0.7806372549019608,20,4.9,0.3,2.7,92.3,6.2,0,6,82.1,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False
0.7142857142857144,0.8192771084337348,0.513888888888889,0.3333333333333333,0.37045454545454537,0.6323529411764706,1.0,0.4444444444444445,1.0,22,6.8,3.7,1.8,72.3,7.5,6,5,100.0,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False
0.1428571428571428,0.3253012048192771,0.2361111111111111,0.24074074074074073,0.8977272727272727,0.4264705882352941,0.3333333333333333,0.1111111111111111,0.5061274509803924,18,2.7,1.7,1.3,95.5,6.1,2,2,59.7,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True
0.1428571428571428,0.16867469879518068,0.4722222222222222,0.0,0.7704545454545457,0.20588235294117635,0.0,1.0,0.4497549019607845,18,1.4,3.4,0.0,89.9,4.6,0,10,55.1,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
0.0,0.4096385542168674,0.01388888888888889,0.1111111111111111,0.4931818181818184,0.6911764705882353,0.16666666666666666,0.3333333333333333,0.7193627450980393,17,3.4,0.1,0.6,77.7,7.9,1,4,77.1,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
0.1428571428571428,0.891566265060241,0.5,0.7222222222222222,0.6272727272727272,0.338235294117647,0.5,0.6666666666666665,0.9718137254901963,18,7.4,3.6,3.9,83.6,5.5,3,7,97.7,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
0.5714285714285716,0.2771084337349397,0.1388888888888889,0.07407407407407407,1.0000000000000002,0.4705882352941177,1.0,0.0,0.5943627450980394,21,2.3,1.0,0.4,100.0,6.4,6,1,66.9,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
0.1428571428571428,0.7228915662650601,0.4722222222222222,0.37037037037037035,0.825,0.5588235294117647,0.0,0.8888888888888888,0.9987745098039219,18,6.0,3.4,2.0,92.3,7.0,0,9,99.9,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True
0.4285714285714284,0.7228915662650601,0.3472222222222222,0.537037037037037,0.6613636363636364,0.5147058823529411,0.8333333333333333,1.0,1.0,20,6.0,2.5,2.9,85.1,6.7,5,10,100.0,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True
0.4285714285714284,0.3253012048192771,0.19444444444444445,0.07407407407407407,0.6045454545454545,0.6764705882352939,0.16666666666666666,0.0,0.47549019607843157,20,2.7,1.4,0.4,82.6,7.8,1,1,57.2,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False
0.8571428571428572,0.5301204819277108,0.2777777777777778,0.37037037037037035,0.6772727272727272,0.5735294117647058,0.6666666666666666,0.4444444444444445,0.7218137254901962,23,4.4,2.0,2.0,85.8,7.1,4,5,77.3,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
0.4285714285714284,0.7108433734939759,0.4583333333333333,0.5185185185185185,0.5431818181818184,0.338235294117647,0.5,0.6666666666666665,0.8970588235294118,20,5.9,3.3,2.8,79.9,5.5,3,7,91.6,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False
0.8571428571428572,0.34939759036144574,0.36111111111111116,0.3333333333333333,0.18181818181818188,0.8676470588235292,1.0,0.7777777777777777,0.6409313725490198,23,2.9,2.6,1.8,64.0,9.1,6,8,70.7,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0.4285714285714284,0.38554216867469876,0.4444444444444445,0.9259259259259258,1.0000000000000002,0.5147058823529411,0.8333333333333333,0.1111111111111111,0.4803921568627453,20,3.2,3.2,5.0,100.0,6.7,5,2,57.6,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False
0.5714285714285716,0.3132530120481927,0.6805555555555556,0.0,0.6954545454545453,0.45588235294117646,1.0,0.3333333333333333,0.5122549019607845,21,2.6,4.9,0.0,86.6,6.3,6,4,60.2,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False
1.0,0.24096385542168672,0.08333333333333333,0.5555555555555556,0.7500000000000002,0.6617647058823528,1.0,0.1111111111111111,0.3933823529411766,24,2.0,0.6,3.0,89.0,7.7,6,2,50.5,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
0.8571428571428572,0.3012048192771084,0.6111111111111112,0.2962962962962963,0.6454545454545457,0.5294117647058822,0.8333333333333333,0.3333333333333333,0.40318627450980404,23,2.5,4.4,1.6,84.4,6.8,5,4,51.3,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
0.2857142857142856,0.2048192771084337,0.36111111111111116,0.48148148148148145,0.49090909090909074,0.5588235294117647,0.6666666666666666,0.5555555555555556,0.43014705882352955,19,1.7,2.6,2.6,77.6,7.0,4,6,53.5,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False
0.7142857142857144,0.4337349397590361,0.19444444444444445,0.4259259259259259,0.615909090909091,0.9264705882352942,0.8333333333333333,0.5555555555555556,0.7450980392156864,22,3.6,1.4,2.3,83.1,9.5,5,6,79.2,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False
0.0,0.2771084337349397,0.125,0.18518518518518517,0.2954545454545454,0.44117647058823534,0.16666666666666666,0.1111111111111111,0.3529411764705883,17,2.3,0.9,1.0,69.0,6.2,1,2,47.2,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True
0.4285714285714284,0.4698795180722891,0.3194444444444444,0.3888888888888889,1.0000000000000002,0.4264705882352941,1.0,0.3333333333333333,0.6740196078431374,20,3.9,2.3,2.1,100.0,6.1,6,4,73.4,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False
0.1428571428571428,0.14457831325301201,0.5,0.0,0.37954545454545463,0.49999999999999994,0.6666666666666666,0.3333333333333333,0.27818627450980404,18,1.2,3.6,0.0,72.7,6.6,4,4,41.1,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
1.0,0.48192771084337344,0.3194444444444444,0.4629629629629629,0.42500000000000004,0.6764705882352939,1.0,0.0,0.7279411764705883,24,4.0,2.3,2.5,74.7,7.8,6,1,77.8,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False
0.4285714285714284,0.5783132530120481,0.5972222222222222,0.3888888888888889,0.5590909090909091,0.2205882352941177,0.8333333333333333,0.1111111111111111,0.5514705882352943,20,4.8,4.3,2.1,80.6,4.7,5,2,63.4,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
0.1428571428571428,0.06024096385542168,0.11111111111111112,0.4629629629629629,0.9522727272727274,0.1323529411764705,0.6666666666666666,0.2222222222222222,0.3125000000000001,18,0.5,0.8,2.5,97.9,4.1,4,3,43.9,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False
0.7142857142857144,0.49397590361445776,0.3472222222222222,0.5555555555555556,0.6613636363636364,0.3823529411764705,0.6666666666666666,0.4444444444444445,0.6348039215686276,22,4.1,2.5,3.0,85.1,5.8,4,5,70.2,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0.7142857142857144,0.6385542168674698,0.1388888888888889,0.40740740740740744,0.3772727272727272,0.19117647058823523,0.0,0.7777777777777777,0.7708333333333335,22,5.3,1.0,2.2,72.6,4.5,0,8,81.3,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
0.7142857142857144,0.2048192771084337,0.4027777777777778,0.37037037037037035,0.9431818181818181,0.41176470588235287,0.0,0.5555555555555556,0.38970588235294135,22,1.7,2.9,2.0,97.5,6.0,0,6,50.2,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0.1428571428571428,0.7228915662650601,0.5,0.14814814814814814,0.825,0.5735294117647058,0.0,0.2222222222222222,0.85171568627451,18,6.0,3.6,0.8,92.3,7.1,0,3,87.9,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0.4285714285714284,0.49397590361445776,0.2777777777777778,0.18518518518518517,0.781818181818182,0.3235294117647059,0.8333333333333333,0.5555555555555556,0.7659313725490198,20,4.1,2.0,1.0,90.4,5.4,5,6,80.9,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
